# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"text","text_en","cmp_code","eu_code"
"One consequence has been the multiplying number of remedial courses for freshmen.",NA,"506",NA
"Even so, our universities, large and small, public or private, form the world’s greatest assemblage of learning.",NA,"506",NA
"They drive much of the research that keeps America competitive and, by admitting large numbers of foreign students, convey our values and culture to the world.",NA,"601",NA
"Ideological bias is deeply entrenched within the current university system.",NA,"000",NA
"Whatever the solution in private institutions may be, in State institutions the trustees have a responsibility to the public to ensure that their enormous investment is not abused for political indoctrination.",NA,"201",NA
"We call on State officials to ensure that our public colleges and universities be places of learning and the exchange of ideas, not zones of intellectual intolerance favoring the Left.",NA,"305",NA
"Addressing Rising College Costs",NA,NA,NA
"College costs, however, are on an unsustainable trajectory, rising year by year far ahead of overall inflation.",NA,"506",NA
"Nationwide, student loan debt now exceeds credit card debt, roughly $23,300 for each of the 35,000,000 debtors, taking years to pay off.",NA,"408",NA
"Over 50 percent of recent college grads are unemployed or underemployed, working at jobs for which their expensive educations gave them no training.",NA,"706",NA
"It is time to get back to basics and to higher education programs directly related to job opportunities.",NA,"507",NA
"The first step is to acknowledge the need for change when the status quo is not working.",NA,"507",NA
"New systems of learning are needed to compete with traditional fouryear colleges: expanded community colleges and technical institutions, private training schools, online universities, lifelong learning, and workbased learning in the private sector.",NA,"411",NA
"New models for acquiring advanced skills will be ever more important in the rapidly changing economy of the twentyfirst century, especially in science, technology, engineering, and math.",NA,"411",NA
"Public policy should advance the affordability, innovation, and transparency needed to address all these challenges and to make accessible to everyone the emerging alternatives, with their lower cost degrees, to traditional college attendance.",NA,"503",NA
"Federal student aid is on an unsustainable path,",NA,"303",NA
"and efforts should be taken to provide families with greater transparency and the information they need to make prudent choices about a student’s future: completion rates, repayment rates, future earnings, and other factors that may affect their decisions.",NA,"403",NA
"The federal government should not be in the business of originating student loans;",NA,"507",NA
"however, it should serve as an insurance guarantor for the private sector as they offer loans to students.",NA,"506",NA
"Private sector participation in student financing should be welcomed.",NA,"401",NA
"Any regulation that drives tuition costs higher must be reevaluated to balance its worth against its negative impact on students and their parents.",NA,"403",NA
"Justice for All: Safe Neighborhoods and Prison Reform",NA,NA,NA
"The most effective forces in reducing crime and other social ills are strong families and caring communities supported by excellent law enforcement.",NA,"605",NA
"Both reinforce constructive conduct and ethical standards by setting examples and providing safe havens from dangerous and destructive behaviors.",NA,"605",NA
"But even under the best social circumstances, strong, welltrained law enforcement is necessary to protect us all, and especially the weak and vulnerable, from predators.",NA,"605",NA
"Our national experience over the last several decades has shown that citizen vigilance, tough but fair prosecutors, meaningful sentences, protection of victims’ rights, and limits on judicial discretion can preserve public safety by keeping criminals off the streets.",NA,"605",NA
"Liberals do not understand this simple axiom: criminals behind bars cannot harm the general public.",NA,"605",NA
"To that end, we support mandatory prison sentencing for gang crimes, violent or sexual offenses against children, repeat drug dealers, rape, robbery and murder.",NA,"605",NA
"We support a national registry for convicted child murderers.",NA,"605",NA
"We oppose parole for dangerous or repeat felons.",NA,"605",NA
"Courts should have the option of imposing the death penalty in capital murder cases.",NA,"605",NA
"In solidarity with those who protect us, we call for mandatory prison time for all assaults involving serious injury to law enforcement officers.",NA,"605",NA
"Criminals injured in the course of their crimes should not be able to seek monetary damages from their intended victims or from the public.",NA,"605",NA
"While getting criminals off the street is essential, more attention must be paid to the process of restoring those individuals to the community.",NA,"000",NA
"Prisons should do more than punish; they should attempt to rehabilitate and institute proven prisoner reentry systems to reduce recidivism and future victimization.",NA,"000",NA
"We endorse State and local initiatives that are trying new approaches, often called accountability courts.",NA,"000",NA
"Government at all levels should work with faithbased institutions that have proven track records in diverting young and first time, nonviolent offenders from criminal careers, for which we salute them.",NA,"603",NA
"Their emphasis on restorative justice, to make the victim whole and put the offender on the right path, can give law enforcement the flexibility it needs in dealing with different levels of criminal behavior.",NA,"000",NA
"We endorse State and local initiatives that are trying new approaches to curbing drug abuse and diverting firsttime offenders to rehabilitation.",NA,"000",NA
"Public authorities must regain control of their correctional institutions, for we cannot allow prisons to become ethnic or racial battlegrounds.",NA,"605",NA
"Persons jailed for whatever cause should be protected against cruel or degrading treatment by other inmates.",NA,"503",NA
"In some cases, the institution of familyfriendly policies may curtail prison violence and reduce the rate of recidivism,",NA,"000",NA
"thus reducing the enormous fiscal and social costs of incarceration.",NA,"000",NA
"Breaking the cycle of crime begins with the children of those who are prisoners.",NA,"706",NA
"Deprived of a parent through no fault of their own, these youngsters should be a special concern of our schools, social services, and religious institutions.",NA,"706",NA
"Thirty years ago, President Reagan’s Task Force on Victims of Crime, calling the neglect of crime victims a “national disgrace,” proposed a Constitutional amendment to secure their formal rights.",NA,"605",NA
"While some progress has been made to rectify that situation, the need for national action still persists in the unacceptable treatment of innocent victims.",NA,"605",NA
"We call on the States to make it a bipartisan priority to protect the rights of crime victims, who should also be assured of access to social and legal services;",NA,"706",NA
"and we call on the Congress to make the federal courts a model in this regard for the rest of the country.",NA,"706",NA
"The resources of the federal government’s law enforcement and judicial systems have been strained by two unfortunate expansions: the overcriminalization of behavior and the overfederalization of offenses.",NA,"301",NA
"The number of criminal offenses in the U.S. Code increased from 3,000 in the early 1980s to over 4,450 by 2008.",NA,"000",NA
"Federal criminal law should focus on acts by federal employees or acts committed on federal property – and leave the rest to the States.",NA,"301",NA
"Then Congress should withdraw from federal departments and agencies the power to criminalize behavior,  a practice which, according to the Congressional Research Service, has created “tens of thousands” of criminal offenses.",NA,"301",NA
"No one other than an elected representative should have the authority to define a criminal act and set criminal penalties.",NA,"202",NA
"In the same way, Congress should reconsider the extent to which it has federalized offenses traditionally handled on the State or local level.",NA,"301",NA
"American Exceptionalism",NA,NA,NA
"We are the party of peace through strength.",NA,"106",NA
"Professing American exceptionalism—the conviction that our country holds a unique place and role in human history—we proudly associate ourselves with those Americans of all political stripes who, more than three decades ago in a world as dangerous as today’s, came together to advance the cause of freedom.",NA,"601",NA
"Repudiating the folly of an amateur foreign policy and defying a worldwide Marxist advance, they announced their strategy in the timeless slogan we repeat today: peace through strength—an enduring peace based on freedom and the will to defend it,",NA,"201",NA
"and American democratic values and the will to promote them.",NA,"202",NA
"While the twentieth century was undeniably an American century—with strong leadership, adherence to the principles of freedom and democracy our Founders’ enshrined in our nation’s Declaration of Independence and Constitution, and a continued reliance on Divine Providence—the twentyfirst century will be one of American greatness as well.",NA,"601",NA
"Today’s adversaries are different, as are their weapons and their ideology, but this remains the same: the unity of Americans, beyond party, in gratitude to those who have defended our country, pursued its attackers to the ends of the earth, and today stand vigilant guard in our cities, on our coasts, and in alien lands.",NA,"104",NA
"We pledge to our servicemen and women the authority and resources they need to protect the nation and defend America’s freedom.",NA,"104",NA
"Continued vigilance, especially in travel and commerce, is necessary to prevent bioterrorism, cyber terrorism, and other asymmetric or nontraditional warfare attacks and to ensure that the horror of September 11, 2001 is never repeated on our soil.",NA,"104",NA
"Our country and its way of life have enemies both abroad and within our shores.",NA,"601",NA
"We affirm the need for our military to protect the nation by finding and capturing our enemies and the necessity for the President to have the tools to deal with these threats.",NA,"104",NA
"As history has sadly shown, even our fellow citizens may rarely become enemies of their country.",NA,"104",NA
"Nevertheless, our government must continue to ensure the protections under our Constitution to all citizens,",NA,"203",NA
"particularly the rights of habeas corpus and due process of law.",NA,"202",NA
"History proves that the best way to promote peace and prevent costly wars is to ensure that we constantly renew America’s economic strength.",NA,"410",NA
"A healthy American economy is what underwrites and sustains American power.",NA,"410",NA
"The current Administration is weakening America at home through anemic growth, high unemployment, and recordsetting debt.",NA,"305",NA
"We must therefore rebuild our economy",NA,"410",NA
"and solve our fiscal crisis.",NA,"414",NA
"In an American century, America will have the strongest economy and the strongest military in the world.",NA,"601",NA
"The Current Administration’s Failure: Leading From Behind",NA,NA,NA
"The Republican Party is the advocate for a strong national defense as the pathway to peace, economic prosperity, and the protection of those yearning to be free.",NA,"104",NA
"Since the end of World War II, American military superiority has been the cornerstone of a strategy that seeks to deter aggression or defeat those who threaten our national security interests.",NA,"104",NA
"In 1981, President Reagan came to office with an agenda of strong American leadership, beginning with a restoration of our country’s military strength.",NA,"104",NA
"The rest is history, written in the rubble of the Berlin Wall and the Iron Curtain.",NA,"000",NA
"We face a similar challenge today.",NA,"601",NA
"The current Administration has responded with weakness to some of the gravest threats to our national security this country has faced,  including the proliferation of transnational terrorism, continued belligerence by a nucleararmed North Korea, an Iran in pursuit of nuclear weapons,  rising Chinese hegemony in the Asia Pacific region,  Russian activism,  and threats from cyber espionage and terrorism.",NA,"104",NA
"In response to these growing threats, President Obama has reduced the defense budget by over $487 billion over the next decade",NA,"305",NA
"and fought Republican efforts to avoid another $500 billion in automatic budget cuts through a sequestration in early 2013 that will take a meat ax to all major defense programs.",NA,"104",NA
"The Dangers of A Hollow Force: The Looming Sequestration",NA,NA,NA
"Sequestration—which is severe, automatic, acrosstheboard cuts in defense spending over the next decade—of the nation’s military budget would be a disaster for national security,",NA,"104",NA
"imperiling the safety of our servicemen and women,",NA,"104",NA
"accelerating the decline of our nation’s defense industrial base,",NA,"410",NA
"and resulting in the layoff of more than 1 million skilled workers.",NA,"701",NA
"Opposition to sequester is bipartisan;",NA,NA,NA
"even the current Secretary of Defense has said the cuts will be “devastating” to America’s military.",NA,"104",NA
"Yet the current President supported sequestration, signed it into law, and has threatened to veto Republican efforts to prevent it.",NA,"305",NA
"If he allows an additional half trillion dollars to be cut from the defense budget, America will be left with the smallest ground force since 1940, the smallest number of ships since 1915, and the smallest Air Force in its history",NA,"104",NA
"—at a time when our Nation faces a growing range of threats to our national security",NA,"104",NA
"and a struggling economy that can ill afford to lose 1.5 million defenserelated jobs.",NA,"701",NA
"Leaks for Political Purposes",NA,NA,NA
"The current Administration’s leaks of classified information have imperiled intelligence assets which are vital to American security.",NA,"104",NA
"This conduct is contemptible.",NA,"305",NA
"It betrays our national interest.",NA,"104",NA
"It compromises our men and women in the field.",NA,"104",NA
"And it demands a full and prompt investigation by a special counsel.",NA,"304",NA
"Equally threatening to the longterm strength and safety of our Armed Forces are the current Administration’s efforts to sacrifice our national security for political gain and a partisan agenda.",NA,"104",NA
"We give the current President credit for maintaining his predecessor’s quiet determination and planning to bring to justice the man behind the 9/11 attack on America,",NA,"000",NA
"but he has tolerated publicizing the details of the operation to kill the leader of Al Qaeda;",NA,"305",NA
"those leaks exposed the tactics and techniques of our Special Operations forces and denied our nation an unprecedented intelligence opportunity.",NA,"104",NA
"Subsequent leaks by senior Administration officials regarding cyber warfare, the use of drones against Al Qaeda and its operatives, and the targeting of our enemies—unprecedented leaks that compromised key sources and methods and damaged our national security—served the single purpose of propping up the image of a weak President.",NA,"304",NA
"A Failed National Security Strategy",NA,NA,NA
"The current Administration’s most recent National Security Strategy reflects the extreme elements in its liberal domestic coalition.",NA,"305",NA
"It is a budgetconstrained blueprint that, if fully implemented, will diminish the capabilities of our Armed Forces.",NA,"104",NA
"The strategy significantly increases the risk of future conflict by declaring to our adversaries that we will no longer maintain the forces necessary to fight and win more than one conflict at a time.",NA,"104",NA
"It relies on the good intentions and capabilities of international organizations to justify constraining American military readiness.",NA,"109",NA
"Finally, the strategy subordinates our national security interests to environmental, energy, and international health issues, and elevates “climate change” to the level of a “severe threat” equivalent to foreign aggression.",NA,"104",NA
"The word “climate,” in fact, appears in the current President’s strategy more often than Al Qaeda, nuclear proliferation, radical Islam, or weapons of mass destruction.",NA,"104",NA
"The phrase “global war on terror” does not appear at all, and has been purposely avoided and changed by his Administration to “overseas contingency operations.”",NA,"305",NA
"Conventional Forces in Decline",NA,NA,NA
"More than a century ago, Republican President Theodore Roosevelt predicted that America’s future was in the Pacific.",NA,"000",NA
"That future is here today, but it can develop peacefully only under the shield of American Naval and Air power.",NA,"104",NA
"Yet the current Administration plans to significantly curtail production of our most advanced combat aircraft, decommission 6 of 60 Air Force tactical squadrons, and eliminate critical air mobility assets, including 27 giant C5As and 65 C130s, while divesting the nation of the brand new C27.",NA,"104",NA
"The President plans to reduce our naval forces by retiring seven cruisers and slowing work on amphibious ships and attack submarines, further reducing the Navy that already has the smallest fleet since the early years of the twentieth century.",NA,"104",NA
"And he will reduce ground forces by separating 100,000 soldiers and Marines—many of whom will be discharged after recently returning from combat—and another 100,000 under the sequester.",NA,"104",NA
"These plans limit our strategic flexibility in an increasingly dangerous world.",NA,"104",NA
"The current President is repeating the disastrous cuts of the postVietnam war era,",NA,"104",NA
"putting our nation in danger of returning to the “hollow force” of the Carter Administration, when the U.S. military was not respected in the world.",NA,"104",NA
"Nuclear Forces and Missile Defense Imperiled",NA,NA,NA
"We recognize that the gravest terror threat we face—a nuclear attack made possible by nuclear proliferation—requires a comprehensive strategy for reducing the world’s nuclear stockpiles",NA,"104",NA
"and preventing the spread of those armaments.",NA,"104",NA
"But the U.S. can lead that effort only if it maintains an effective strategic arsenal at a level sufficient to fulfill its deterrent purposes, a notable failure of the current Administration.",NA,"104",NA
"The United States is the only nuclear power not modernizing its nuclear stockpile.",NA,"104",NA
"It took the current Administration just one year to renege on the President’s commitment to modernize the neglected infrastructure of the nuclear weapons complex—a commitment made in exchange for approval of the New START treaty.",NA,"104",NA
"In tandem with this, the current Administration has systematically undermined America’s missile defense, abandoning the missile defense bases in Poland and the Czech Republic, reducing the number of planned interceptors in Alaska, and cutting the budget for missile defense.",NA,"104",NA
"In an embarrassing open microphone discussion with former Russian President Medvedev, the current President made clear that, if he wins a second term, he intends to exercise “more flexibility” to appease Russia, which means further undermining our missile defense capabilities.",NA,"104",NA
"A Republican President will be honest and forthright with the American people about his policies and plans and not whisper promises to authoritarian leaders.",NA,"202",NA
"A strong and effective strategic arsenal is still necessary as a deterrent against competitors like Russia or China.",NA,"104",NA
"But the danger in this age of asymmetric or nontraditional warfare comes from other quarters as well.",NA,"104",NA
"With unstable regimes in Iran and North Korea determined to develop nucleartipped missiles capable of reaching the United States, with the possibility that a terrorist group could gain control of a nuclear weapon, it is folly to abandon a missile shield for the country.",NA,"104",NA
"A TwentyFirst Century Threat: The Cybersecurity Danger",NA,NA,NA
"The frequency, sophistication, and intensity of cyberrelated incidents within the United States have increased steadily over the past decade",NA,"104",NA
"and will continue to do so until it is made clear that a cyber attack against the United States will not be tolerated.",NA,"104",NA
"The current Administration’s cyber security policies have failed to curb malicious actions by our adversaries, and no wonder, for there is no active deterrence protocol.",NA,"104",NA
"The current deterrence framework is overly reliant on the development of defensive capabilities and has been unsuccessful in dissuading cyberrelated aggression.",NA,"104",NA
"The U.S. cannot afford to risk the cyberequivalent of Pearl Harbor.",NA,"104",NA
"The government and private sector must work together to address the cyberthreats posed to the United States,",NA,"104",NA
"help the free flow of information between network managers,",NA,"411",NA
"and encourage innovation and investment in cybersecurity.",NA,"411",NA
"The government must do a better job of protecting its own systems, which contain some of the most sensitive data and control some of our most important facilities.",NA,"104",NA
"As such, we encourage an immediate update of the law that was drafted a decade ago to improve the security of government information systems.",NA,"104",NA
"Additionally, we must invest in continuing research to develop cuttingedge cybersecurity technologies to protect the U.S.",NA,"411",NA
"However, we acknowledge that the most effective way of combating potential cybersecurity threats is sharing cyberthreat information between the government and industry,",NA,"104",NA
"as well as protecting the free flow of information within the private sector.",NA,"402",NA
"The current Administration’s laws and policies undermine what should be a collaborative relationship and put both the government and private entities at a severe disadvantage in proactively identifying potential cyberthreats.",NA,"104",NA
"The costly and heavyhanded regulatory approach by the current Administration will increase the size and cost of the federal bureaucracy and harm innovation in cybersecurity.",NA,"303",NA
"The government collects valuable information about potential threats that can and should be shared with private entities without compromising national security.",NA,"402",NA
"We believe that companies should be free from legal and regulatory barriers that prevent or deter them from voluntarily sharing cyberthreat information with their government partners.",NA,"401",NA
"An America That Leads: The Republican National Security Strategy for the Future",NA,NA,NA
"We will honor President Reagan’s legacy of peace through strength by advancing the most costeffective programs and policies crucial to our national security, including our economic security and fiscal solvency.",NA,"104",NA
"To do that, we must honestly assess the threats facing this country",NA,"104",NA
", and we must be able to articulate candidly to the American people our priorities for the use of taxpayer dollars to address those threats.",NA,"104",NA
"We must deter any adversary who would attack us or use terror as a tool of government.",NA,"104",NA
"Every potential enemy must have no doubt that our capabilities, our commitment, and our will to defeat them are clear, unwavering, and unequivocal.",NA,"104",NA
"We must immediately employ a new blueprint for a National Military Strategy that is based on an informed and validated assessment of the potential threats we face,",NA,"104",NA
"one that restores as a principal objective the deterrence using the full spectrum of our military capabilities.",NA,"104",NA
"As Ronald Reagan proved by the victorious conclusion of the Cold War, only our capability to wield overwhelming military power can truly deter the enemies of the United States from threatening our people and our national interests.",NA,"104",NA
"In order to deter aggression from nationstates, we must maintain military and technical superiority through innovation",NA,"104",NA
"while upgrading legacy systems including aircraft and armored vehicles.",NA,"104",NA
"We must deter the threat posed by rogue aggressors with the assurance that justice will be served through stateoftheart surveillance, enhanced special operations capabilities, and unmanned aerial systems.",NA,"104",NA
"We will employ the full range of military and intelligence options to defeat Al Qaeda and its affiliates who threaten not just the West but the community of nations.",NA,"104",NA
"We will have a comprehensive and just detainee policy that treats those who would attack our nation as enemy combatants.",NA,"104",NA
"We will accept no arms control agreement that limits our right to selfdefense;",NA,"104",NA
"and we will fully deploy a missile defense shield for the people of the United States and for our allies.",NA,"104",NA
"We will pursue an effective cybersecurity strategy, supported by the necessary resources, that recognizes the importance of offensive capabilities.",NA,"104",NA
"Whether it is a nationstate actively probing our national security networks, a terror organization seeking to obtain destructive cyber capabilities, or a criminal network’s theft of intellectual property, more must be done to deter, defeat, and respond to cyberthreats.",NA,"104",NA
"We will restore the morale and advance the capabilities of our intelligence community to ensure that the President and our military leaders are fully informed in an uncertain and increasingly dangerous world.",NA,"104",NA
"We will restore accountability to ensure that our nation’s most sensitive information and activities are protected appropriately.",NA,"202",NA
"The Department of Defense, like all government agencies, needs to be careful to spend taxpayers’ dollars wisely.",NA,"303",NA
"We will implement sound management policies to ensure the timely, costeffective delivery of the tools our troops need to fight.",NA,"104",NA
"We reject Congressional earmarks that put personal and parochial interests ahead of military effectiveness and the best interests of the nation.",NA,"104",NA
"We recognize the need for, and value of, competition within a robust industrial base to most effectively maximize quality and drive down costs in everything the Department buys.",NA,"410",NA
"Supporting our Troops, Standing By Our Heroes",NA,NA,NA
"The foundation of our military lies in the men and women who wear our country’s uniform,",NA,"104",NA
"whether on active duty or in the Reserves and National Guard, and the families who support them.",NA,"104",NA
"Under no circumstances will we reveal any secret or detail of a military operation that could put our people into additional harm’s way.",NA,"104",NA
"The members of our military should be treated with the utmost respect and dignity.",NA,"104",NA
"We reject the use of the military as a platform for social experimentation",NA,"201",NA
"and will not accept attempts to undermine military priorities and mission readiness.",NA,"104",NA
"Consistent with this commitment, we believe compensation and conditions for our Armed Forces in place at the time military service is initiated should be sufficient to attract and retain quality men and women as we honor our promises and commitments to veterans, retirees, and their families.",NA,"104",NA
"These shall continue and not be reduced or otherwise diminished while in service, or upon separation, or retirement.",NA,"504",NA
"The combat readiness of our Armed Forces is the foundation of strength and deterrence.",NA,"104",NA
"Readiness requires a consistent and sustained investment in the training and reequipping of our military personnel.",NA,"104",NA
"We will never assume the risk of reduced readiness, and we can never return to the “hollow” forces of the 1970s.",NA,"104",NA
"Combat readiness also requires that we reserve troops for truly necessary operations by not overextending them around the world.",NA,"105",NA
"We recognize that drastic cuts to our military’s end strength pose severe national security challenges.",NA,"104",NA
"To avoid the overextension of our forces, we support a larger active force and oppose cuts to the National Guard and Reserves.",NA,"104",NA
"The allvolunteer force, begun on the watch of Republican Presidents, has carried America to victory from the Caribbean and Central America to the Balkans and Southwest Asia.",NA,"104",NA
"We oppose the reinstatement of the draft whether directly or through compulsory national service.",NA,"105",NA
"We support the advancement of women in the military, which has not only opened doors of opportunity for individuals but has also made possible the devoted, and often heroic, services of additional members of every branch of the Armed Forces.",NA,"503",NA
"We support military women’s exemption from direct ground combat units and infantry battalions.",NA,"000",NA
"We affirm the cultural values that encourage selfless service and superiority in battle, and we oppose anything which might divide or weaken team cohesion, including intramilitary special interest demonstrations.",NA,"104",NA
"We will support an objective and openminded review of the current Administration’s management of military personnel policies",NA,"303",NA
"and will correct problems with appropriate administrative, legal, or legislative action.",NA,"104",NA
"The National Guard and Reserves are a fully operational and battletested component of our Armed Forces.",NA,"104",NA
"Many of them have heroically served for multiple deployments resulting in inadequate time between deployments, also known as dwell time.",NA,"104",NA
"We pledge to maintain their manpower and equipment strength and to ensure their members receive the pay, benefits, and adequate training to continue their service and maintain mission readiness through Presidential leadership and Congressional budget support.",NA,"104",NA
"Their historic and continuing role as citizensoldiers is a proud tradition linking every community across America to the cause of freedom.",NA,"601",NA
"We affirm service members’ legal right to return to their civilian jobs, whether in government or the private sector,",NA,"701",NA
"and we urge greater transition assistance to and from employers as they return to the civilian world.",NA,"104",NA
"Especially in light of the high unemployment rates faced by younger Reserve and Guard members, we salute those employers who have wisely decided that it is a smart and patriotic business decision to hire those who have served above and beyond the call of duty.",NA,"701",NA
"The spiritual welfare of our troops and retired service members should be a priority of our national leadership.",NA,"603",NA
"With military suicides running at the rate of one a day, with postservice medical conditions, including addiction and mental illness, and with the financial stress and homelessness that is often related to these factors, there is an urgent need for the kind of counseling that faithbased institutions can best provide.",NA,"603",NA
"We support rights of conscience and religious freedom for military chaplains and people of faith.",NA,"603",NA
"A Republican Commander in Chief will protect religious independence of military chaplains",NA,"603",NA
"and will not tolerate attempts to ban Bibles or religious symbols from military facilities.",NA,"603",NA
"We will enforce and defend in court the Defense of Marriage Act (DOMA) in the Armed Forces as well as in the civilian world.",NA,"603",NA
"We call upon the entire chain of command— from the President and the Secretary of Defense, to base and unit commanders—to ensure that our troops and retired service members, wherever stationed, have the opportunity to vote in the November elections,",NA,"202",NA
"and that their ballots will be returned in time to be properly counted.",NA,"202",NA
"Those who fight for and defend freedom around the world must not be disenfranchised.",NA,"202",NA
"Recognizing and Supporting Military Families",NA,NA,NA
"The families of our military personnel currently serving, retired service members, and veterans must also be assured of the pay, health care, housing, education, and overall support they have earned.",NA,"603",NA
"We will ensure that the federal government keeps its commitments to those who signed on the dotted line of enlistment with the assurance that those promises would be kept.",NA,"104",NA
"We must also do more to retain the services of those service members who have borne the fight since 2001.",NA,"104",NA
"We  must  acknowledge  that as  our  troops  have  experienced repeated  deployments,  so  have their  families.   ",NA,"603",NA
"We  are  committed  to  providing  programs  that offer  readjustment  information and  counseling  to  our  military families,",NA,"603",NA
" and  urge  States  to  offer support  for  job  programs,  license reciprocity,  onestop  service  centers,  and  education  programs  to support  these  families.  ",NA,"301",NA
" The  nation  must  also  recognize  the  ultimate  sacrifice  of  survivors  and  protect their  benefits.  ",NA,"504",NA
" We  will  work  to  protect  service  members  and  their  families  by  not  overextending  their  deployments.",NA,"104",NA
"Honoring and Supporting Our Veterans: A Sacred Obligation",NA,NA,NA
"America has a sacred trust with our veterans, and we are committed to providing them and their families with care and dignity.",NA,"104",NA
"This is particularly true because our nation’s warriors are volunteers, who served from a sense of duty.",NA,"606",NA
"The work of the Department of Veterans Affairs—with a staff of 300,000—is essential to meet our obligations to them: providing health, education, disability, survivor, and home loan benefit services and arranging memorial services upon death.",NA,"104",NA
"All its branches in those various fields must be made more responsive,",NA,"303",NA
"moving from an adversarial to an advocacy relationship with veterans.",NA,"303",NA
"To that end we will consider a fundamental change in structure to make the regional  directors  of  the  Department  presidential  appointees  rather  than  careerists. ",NA,"303",NA
"Our wounded warriors, whether still in service or discharged, deserve the best medical care our country can provide.",NA,"504",NA
"The nature of the fighting in Iraq and Afghanistan has resulted in an unprecedented incidence of traumatic brain injury, loss of limbs, and posttraumatic stress disorder which calls for a new commitment of resources and personnel for its treatment and care to promote recovery.",NA,"504",NA
"We must make military and veterans’ medicine the gold standard for mental health care, advances in prosthetics, and treatment of trauma  and  eye  injuries. ",NA,"504",NA
"We  must heed  Abraham  Lincoln’s  command  “to  care  for  him  who  bore the  battle.”  ",NA,"104",NA
" To  care,  as  well,  for the  families  of  those  who  have made  the  ultimate  sacrifice,  who must  be  assured  of  meaningful financial  assistance,  remains  our solemn  duty.",NA,"603",NA
"Because  the  conditions  of warfare  have  changed  dramatically  since  the  war  on  terror began,  today’s  veterans  face  new  challenges.  ",NA,"706",NA
"Asymmetrical  or  nontraditional  warfare  results  in  a  high incidence  of  severe  conditions  that  must  receive  high priority  ",NA,"504",NA
"and  call  for  continued  research  into  prevention  and  treatment.  ",NA,"411",NA
"We are committed to ending homelessness for our veterans.",NA,"504",NA
"One key is to assist their reentry into the job market as soon as possible after military service ends.",NA,"701",NA
"A job for a veteran is more than a source of income.",NA,"706",NA
"It is a new mission, with a new status, and the transition can be difficult.",NA,"706",NA
"It is a national scandal that veterans are one of the groups with the highest unemployment rates.",NA,"706",NA
"We urge the private sector to make hiring vets a company policy and commend the many organizations that have specific programs to accomplish this.",NA,"701",NA
"But the federal government must take the lead by simplifying the paper work required for a tax break for hiring a veteran",NA,"303",NA
"and by giving vets their assured place at the head of the training and employment line.",NA,"706",NA
"Every State has an office dealing with veterans.",NA,"706",NA
"The federal Department needs to consider these as partners in assisting vets, recognizing that those closest to the individual can best diagnose a problem and apply a remedy.",NA,"301",NA
"This is especially important with regard to the determination of veterans’ disability claims.",NA,"504",NA
"If private insurance companies can deal with car wrecks and hurricanes within weeks or months, it is inexplicable that the federal government takes, on average, a year to process a veteran’s claim.",NA,"303",NA
"We urge immediate action to review the automatic denial of gun ownership to returning members of our Armed Forces who have had representatives appointed to manage their financial affairs.",NA,"000",NA
"Sovereign American Leadership in International Organizations",NA,NA,NA
"Since the end of World War II, the United States, through the founding of the United Nations and NATO, has participated in a wide range of international organizations which can, but sometimes do not, serve the cause of peace and prosperity.",NA,"107",NA
"While acting through them, our country must always reserve the right to go its own way.",NA,"109",NA
"There can be no substitute for principled American leadership.",NA,"109",NA
"The United Nations remains in dire need of reform",NA,"109",NA
", starting with full transparency in the financial operations of its overpaid bureaucrats.",NA,"109",NA
"As long as its scandalridden management continues, as long as some of the world’s worst tyrants hold seats on its Human Rights Council, and as long as Israel is treated as a pariah state, the U.N. cannot expect the full support of the American people.",NA,"109",NA
"The United Nations Population Fund has a shameful record of collaboration with China’s program of compulsory abortion.",NA,"603",NA
"We affirm the Republican Party’s longheld position known as the Mexico City Policy, first announced by President Reagan in 1984, which prohibits the granting of federal monies to nongovernmental organization that provide or promote abortion.",NA,"603",NA
"Under our Constitution, treaties become the law of the land.",NA,"203",NA
"So it is all the more important that the Congress—the Senate through its ratifying power and the House through its appropriating power—shall reject agreements whose longrange impact on the American family is ominous or unclear.",NA,"603",NA
"These include the U.N. Convention on Women’s Rights, the Convention on the Rights of the Child, the Convention on the Rights of Persons with Disabilities, and the U.N. Arms Trade Treaty as well as the various declarations from the U.N. Conference on Environment and Development.",NA,"109",NA
"Because of our concern for American sovereignty, domestic management of our fisheries, and our country’s longterm energy needs, we have deep reservations about the regulatory, legal, and tax regimes inherent in the Law of the Sea Treaty",NA,"109",NA
"and congratulate Senate Republicans for blocking its ratification.",NA,"109",NA
"We strongly reject the U.N. Agenda 21 as erosive of American sovereignty,",NA,"109",NA
"and we oppose any form of U.N. Global Tax.",NA,"109",NA
"We oppose any diplomatic efforts that could result in giving the United Nations unprecedented control over the Internet.",NA,"109",NA
"International regulatory control over the open and free Internet would have disastrous consequences for the United States and the world.",NA,"109",NA
"To shield members of our Armed Forces and others in service to America from ideological prosecutions overseas, the Republican Party does not accept the jurisdiction of the International Criminal Court.",NA,"109",NA
"We support statutory protection for U.S. personnel and officials as they act abroad to meet our global security requirements.",NA,"104",NA
"Protecting Human Rights",NA,NA,NA
"To those who stand in the darkness of tyranny, America has always been a beacon of hope, and so it must remain.",NA,"201",NA
"That is why we strongly support the work of the U.S. Commission on International Religious Freedom, established by Congressional Republicans to advance the rights of persecuted peoples everywhere.",NA,"201",NA
